pinch,3.25,1.52,4.35,1.84
quarrel,2.5,2.06,6.44,2.92
pistol,2.73,1.8,6.09,2.45
quart,5.33,2.18,3.17,2.57
pity,3.05,1.62,4.14,2.22
queen,7.1,1.48,4.8,2.46
pizza,6.5,2.14,5.38,2
quick,6.59,1.65,6.5,1.68
plain,4,1.58,3.68,2.4
quiet,5.52,1.95,2.94,2.27
plane,6.54,1.82,6.2,2.42
rabbit,6.73,2.07,4.38,2.35
plant,5.88,2.08,3.81,2.48
rabies,1.86,1.01,6.1,2.55
pleasure,8.38,0.86,5.59,2.96
radiant,7.04,2.24,5.67,2.85
poetry,6.23,1.66,3.76,2.63
radiator,4.82,0.66,3.64,1.76
poison,1.81,1.06,6.62,2.86
radio,6.77,1.42,4.46,2.79
politeness,7.43,1.04,3.74,2.38
rage,2.35,1.64,8.09,1.5
pollute,1.77,1.07,6.04,2.59
rain,4.81,2.4,3.62,2.37
poster,5.25,1.59,3.33,2.08
rainbow,8.25,1.12,4.45,3.09
poverty,1.46,0.76,4.84,2.75
rancid,4.24,2.26,4.81,2.32
power,6.12,2.42,6.44,2.06
rape,1.08,0.27,7.38,2.89
powerful,6.81,1.74,5.8,2.75
rat,2.82,1.7,5.14,2.48
prairie,5.93,1.33,3.26,1.93
rattle,4.85,0.97,4.35,2.38
present,7.32,1.64,4.68,2.59
razor,4.68,2.29,4.96,2.35
red,6.46,1.84,5.62,1.94
salad,5.91,1.67,3.84,2.24
refreshment,7.28,1.33,4.68,2.78
salute,6.2,1.58,5.45,2.31
regretful,2.25,1.55,5.75,2.3
sapphire,7.21,1.8,4.93,2.7
rejected,1.38,0.83,6.26,2.67
satisfied,8.12,0.99,5.12,2.83
relaxed,7.39,1.59,1.87,1.71
save,6.65,2.03,4.8,1.99
repentant,5.86,2.12,5.05,2.1
savior,7.72,1.62,5.76,3.01
reptile,4.27,1.99,5.23,2.3
scalding,2.58,2.06,5.31,2.69
rescue,7.5,1.4,5.95,2.78
scandal,2.68,1.73,5.27,2.41
resent,3.64,2.28,4.9,1.81
scapegoat,3.52,1.66,4.5,2.24
reserved,4.87,1.89,3.38,1.95
scar,3.18,1.99,4.91,2.45
respect,7.95,1.05,5.25,2.51
scared,2.08,1.44,6.81,2
respectful,7.34,1.01,5,2.57
scholar,7.35,1.47,5.17,2.62
restaurant,6.9,1.62,4.65,2.56
scissors,4.95,1.28,5,1.34
reunion,6.5,2.84,6.58,2.38
scorching,3.95,2.06,5.32,2.4
reverent,5.2,1.32,3.8,1.51
scorn,2.72,2.09,5.45,2.68
revolt,4.24,1.81,6.41,2.41
scornful,2.27,1.51,5.69,2.68
revolver,2.48,1.78,5.82,2.7
scorpion,3.75,3.04,6.42,2.67
reward,7.78,1.73,5.23,2.79
scream,3.73,2.13,7.38,1.44
riches,7.85,2.15,5.96,2.82
scum,2.04,1.24,4.72,2.41
ridicule,2.62,2.25,6.54,2.69
scurvy,2.96,1.95,4.92,2.66
rifle,2.62,1.96,6.23,2.18
seasick,1.96,1.25,6.15,2.82
rigid,3.25,1.78,4.58,2.28
seat,5.17,0.89,3.17,1.64
riot,2.5,2.04,6.58,2.79
secure,8,1.29,3.24,2.73
river,6.93,1.73,4.69,2.54
selfish,2.04,1.31,5.58,2.56
roach,1.95,1.59,7.5,2.24
sentiment,6.12,1.86,4.5,2.16
robber,2.18,1.68,5.81,2.8
serious,4.82,1.49,4,1.73
rock,5.32,1.17,4.81,2.27
severe,2.38,1.5,5.48,2.23
rollercoaster,8.23,1.42,8.5,1.03
sex,7.55,1.88,6.85,2.23
romantic,8.45,0.86,7.36,2.44
sexy,7.88,1.28,7.24,1.67
rotten,2,1.31,4.7,2.29
shadow,4.29,1.32,4.56,2.27
rough,4.76,2.23,5.68,2.25
shamed,2.05,1.23,5.8,2.31
rude,2.35,2.06,6.26,2.36
shark,3.5,2.34,7.08,2.02
runner,5.69,1.83,5.62,2.25
sheltered,5.95,1.93,3.95,1.67
rusty,3.84,1.61,3.59,2.08
ship,5.75,1.71,4.75,2.59
sad,1.43,0.84,4.09,2.48
shotgun,2.82,1.97,6.41,2.15
safe,7.71,1.33,3.75,2.91
shriek,3.75,2.17,5.75,2.91
sailboat,7.96,1.28,5,3.1
shy,4.68,2.17,3.69,2.31
saint,7.05,1.53,4,2.31
sick,1.69,1.05,4.15,2.65
sickness,2.08,1.38,5.36,2.77
spring,8,1.48,4.5,2.69
silk,7.16,1.4,3.5,2.62
square,4.69,0.97,3.41,1.76
silly,7.73,1.75,5.5,2.26
stagnant,4.14,1.93,3.91,2.24
sin,2.5,1.66,6.15,2.24
star,7.23,1.84,5.73,2.38
sinful,2.88,2.45,6.27,2.75
startled,4.56,1.98,7.19,2
sissy,2.81,1.67,5.23,2.67
starving,2,1.23,5.23,2.49
skeptical,4.2,1.38,4.62,1.92
statue,5.23,0.61,3.09,1.82
skijump,7.08,1.65,7.35,1.79
stench,1.82,1.37,4.57,2.62
skull,3.96,1.54,4.12,1.86
stiff,4.29,1.95,3.86,2.12
sky,7.46,1.42,4.19,2
stink,3.13,2.1,4.26,2.18
skyscraper,5.73,1.78,5.81,2.37
stomach,4.71,2.12,4.04,2.55
slap,2.56,1.39,6.58,2.64
stool,5,1.88,4.52,2.18
slaughter,1.44,0.91,6.71,2.52
storm,4.62,2.25,5.38,2.25
slave,1.62,1.02,7,2.74
stove,4.62,1.77,4.69,2.4
sleep,7.03,1.95,3.03,2.95
street,5.19,0.63,3.19,1.96
slime,2.25,1.61,5.53,2.72
stress,2,1.48,7.47,2.42
slow,3.91,1.57,2.73,2
strong,6.91,1.47,5.83,2.29
slum,2.46,1.33,5,2.43
stupid,2.1,1.19,4.97,2.64
slush,4.67,1.86,3.92,2.3
subdued,4.54,1.43,2.93,1.94
smallpox,2.54,1.96,5.44,2.06
success,8.35,0.93,6.04,2.84
smooth,6.48,2.06,4.85,2.62
suffocate,1.52,1.08,6.57,2.97
snake,2.58,1.68,6.92,1.92
sugar,7.05,1.68,5.14,2.61
snob,3.6,1.94,5.61,2.29
suicide,1,0,6.2,3.25
snow,7.27,1.54,6.12,2.18
sun,8.12,1.48,5.27,2.92
snuggle,8,1.35,3.96,2.96
sunlight,8.45,0.91,6.86,1.71
social,7.25,2.11,5.17,2.39
sunrise,7.91,1.47,5.04,3.21
soft,7.38,1.32,4.32,2.71
sunset,8.19,1.1,4.23,3.06
solemn,3.85,1.35,3.3,2.11
surgery,2.62,2.23,7,1.92
song,7.85,1.46,6.8,2.14
surprised,7.66,1.33,7.31,2.02
soothe,7.2,2.27,4.31,3.25
suspicious,3.55,1.28,6.45,1.76
sour,4.18,2.24,5.23,2.11
swamp,4.9,2,4.4,2.04
space,6.76,1.67,5.2,2.18
sweetheart,8.52,0.73,5.61,2.74
spanking,2.33,1.83,5.39,2.73
swift,6.36,1.65,4.91,2.49
sphere,5.23,0.53,3.86,1.62
swimmer,6.81,1.63,5.46,1.96
spider,3.04,1.51,5.92,1.96
syphilis,1.45,1.05,7,2.79
spirit,7,1.41,5.59,2.71
table,5.19,0.57,2.85,1.97
spouse,7.58,1.6,4.6,2.77
talent,7.65,1.26,6.08,1.98
spray,5.45,1.5,3.8,2.07
tamper,4.1,2.23,5.05,2.11
tank,4.42,1.58,4.85,1.78
treasure,8.1,0.97,6.15,2.8
taste,6.64,1.73,5.12,2.49
treat,7.5,1.26,5.71,2.24
taxi,4.62,1.93,3.08,2.08
tree,6.28,1.62,3.75,2.34
teacher,5.62,2.08,3.67,2.5
triumph,8.28,1.34,5.62,2.87
tease,3.96,2.29,5.68,2.41
triumphant,8.83,0.83,7.04,2.4
tender,7.29,1.23,4.68,2.51
trophy,7.73,1.25,5.23,2.6
tennis,6.15,1.87,4.81,2.79
trouble,2.65,1.77,7.3,1.96
tense,3.58,1.45,6.73,1.93
troubled,2,1.2,6.28,2.19
termite,3.28,2.44,6.42,2.02
truck,4.96,1.95,4.96,2.03
terrible,1.65,1.13,6.69,2.45
trumpet,5.7,1.3,4.8,2.04
terrific,8.12,1.16,6.35,2.52
trunk,5.16,1.62,4.35,2.28
terrified,1.69,1.23,8.08,2.23
trust,7.21,2.48,5.31,2.92
terrorist,1.42,0.86,7.77,1.88
truth,7.96,1.18,5.04,2.86
thankful,7.16,2.3,4.31,2.35
tumor,1.77,1.7,7.12,2.93
theory,5.2,1.47,4.45,1.79
tune,7.45,1.22,4.55,2.15
thermometer,4.67,1.2,4.09,2.04
twilight,7.5,1.79,4.54,2.47
thief,1.5,1.08,7.19,1.94
ugly,2.39,1.31,5.57,2.33
thorn,3.68,1.73,5.12,2.11
ulcer,1.72,1.1,6.04,2.62
thought,6.8,1.44,4.85,2.68
umbrella,5.12,1.67,4.32,1.65
thoughtful,7.85,1.09,5.15,2.58
unfaithful,1.85,1.43,6.62,2.89
thrill,7.85,1.41,7.81,1.9
unhappy,1.35,0.78,4.26,2.53
tidy,6.32,1.93,4.36,2.16
unit,5.5,1.59,3.21,2.19
time,5.38,2.08,4.24,2.62
untroubled,7.65,1.37,4.13,2.44
timid,3.9,1.63,4.66,2.18
upset,2,1.17,6.25,1.94
tobacco,3.23,2.16,4.92,2.65
urine,3.65,1.67,4.23,1.99
tomb,2.55,1.82,5.05,2.72
useful,7.38,1.36,4.2,2.61
tool,4.91,1.27,3.91,1.63
useless,1.89,1.28,4.75,2.52
toothache,1.97,1.18,5.43,2.5
utensil,5.4,0.94,3.4,1.93
tornado,2.29,1.54,7.03,2.4
vacation,8.38,1.21,6.1,2.88
torture,1.58,0.77,7.11,2.35
vagina,4.9,0.72,3.95,1.9
tower,5.35,0.88,3.5,2.24
valentine,8.23,1.34,6.12,2.94
toxic,2.14,1.48,6.61,2.31
vampire,3.92,1.96,6.46,2.3
toy,7,1.98,4.58,2.83
vandal,2.32,1.86,6.76,1.48
tragedy,1.5,0.86,6.31,2.95
vanity,4.29,1.79,5,2.32
traitor,2.25,1.83,6.1,2.47
vehicle,6.15,2.65,4.38,3.1
trash,2.88,1.56,4.35,1.83
venom,1.8,0.89,6.55,2.46
trauma,1.77,1.11,6.54,2.04
vest,5.46,1.42,3.69,2.22
travel,7.6,1.76,6.35,2.62
victim,1.92,1.32,6.12,2.23
victory,8.6,0.91,6.88,2.97
world,6.69,2.19,5.52,2.37
vigorous,6.74,1.61,6.38,2.56
wounds,2.08,1.29,5.85,2.01
village,5.95,1.47,3.9,1.59
writer,6.05,2.06,5.38,2.54
violent,1.48,0.79,7.26,2.26
yacht,6.55,1.85,5.35,2.89
violin,5.96,1.75,3.42,2.37
yellow,5.58,2.02,4.77,1.99
virgin,6.62,1.66,4.73,1.64
young,7,2.48,5.54,2.63
virtue,6.27,2.34,4,2.58
youth,6.68,2.73,5.81,2.7
vision,6.5,1.95,4.75,2.5
zest,7,2.43,5.52,2.96
